Customer ID,Age,Gender,Location,Category,Frequency of Purchases,Subscription Status,Payment Method,Purchase Amount (USD),Previous Purchases,Review Rating,Promo Code Used,Discount Applied,Season,Age Group,Segment,Value Score
3147,21,Female,Virginia,Clothing,Annually,No,PayPal,83,19,4.9,No,No,Winter,18-25,Loyal — No Deals,45.10790816326531
3148,45,Female,North Dakota,Clothing,Weekly,No,Credit Card,99,21,4.3,No,No,Winter,36-45,Loyal — No Deals,67.73239795918367
3149,37,Female,West Virginia,Clothing,Weekly,No,Venmo,35,15,4.3,No,No,Fall,36-45,Loyal — No Deals,44.05892857142857
3150,18,Female,North Carolina,Accessories,Annually,No,Venmo,40,9,4.6,No,No,Winter,,Low Engagement,23.747959183673466
3151,55,Female,Georgia,Clothing,Bi-Weekly,No,Bank Transfer,25,7,2.6,No,No,Spring,46-55,Low Engagement,20.835969387755103
3152,52,Female,New Mexico,Clothing,Quarterly,No,Bank Transfer,64,47,3.1,No,No,Fall,46-55,Loyal — No Deals,50.51326530612245
3153,49,Female,North Carolina,Accessories,Monthly,No,PayPal,90,17,3.1,No,No,Fall,46-55,Loyal — No Deals,45.27091836734694
3154,56,Female,Alabama,Clothing,Bi-Weekly,No,Venmo,88,46,3.1,No,No,Fall,55+,Loyal — No Deals,67.40102040816328
3155,27,Female,Connecticut,Accessories,Quarterly,No,Cash,55,32,4.4,No,No,Winter,26-35,Loyal — No Deals,46.3170918367347
3156,22,Female,Montana,Accessories,Annually,No,Cash,90,34,4.3,No,No,Fall,18-25,Loyal — No Deals,52.879081632653055
3157,18,Female,Montana,Clothing,Monthly,No,Cash,50,18,3.1,No,No,Winter,,Loyal — No Deals,33.38316326530612
3158,21,Female,Maine,Accessories,Bi-Weekly,No,Debit Card,34,5,3.1,No,No,Fall,18-25,Low Engagement,25.42397959183674
3159,30,Female,Mississippi,Accessories,Monthly,No,Credit Card,77,44,4.9,No,No,Winter,26-35,Loyal — No Deals,68.5390306122449
3160,62,Female,Louisiana,Accessories,Quarterly,No,Bank Transfer,89,4,2.9,No,No,Winter,55+,Low Engagement,30.79923469387755
3161,28,Female,Nebraska,Accessories,Bi-Weekly,No,Cash,87,37,3.8,No,No,Fall,26-35,Loyal — No Deals,65.77831632653061
3162,66,Female,Massachusetts,Clothing,Monthly,No,Cash,77,43,4.2,No,No,Winter,55+,Loyal — No Deals,63.72678571428571
3163,66,Female,Wisconsin,Footwear,Quarterly,No,Bank Transfer,85,28,3.9,No,No,Winter,55+,Loyal — No Deals,50.24311224489796
3164,49,Female,Nebraska,Clothing,Monthly,No,Cash,66,36,2.8,No,No,Summer,46-55,Loyal — No Deals,47.60357142857143
3165,40,Female,Arizona,Clothing,Annually,No,Credit Card,32,16,2.6,No,No,Winter,36-45,Loyal — No Deals,13.533673469387754
3166,49,Female,Hawaii,Outerwear,Quarterly,No,Bank Transfer,92,38,3.0,No,No,Spring,46-55,Loyal — No Deals,53.1530612244898
3167,19,Female,Georgia,Clothing,Bi-Weekly,No,Bank Transfer,80,37,2.7,No,No,Winter,18-25,Loyal — No Deals,56.99081632653061
3168,24,Female,Oregon,Clothing,Bi-Weekly,No,Cash,78,9,2.8,No,No,Fall,18-25,Low Engagement,39.82295918367347
3169,31,Female,Montana,Clothing,Bi-Weekly,No,PayPal,24,14,2.9,No,No,Spring,26-35,Low Engagement,26.60918367346939
3170,35,Female,Georgia,Clothing,Weekly,No,Venmo,59,3,3.8,No,No,Fall,26-35,Low Engagement,41.21198979591837
3171,65,Female,Rhode Island,Accessories,Bi-Weekly,No,Credit Card,41,10,4.4,No,No,Spring,55+,Low Engagement,38.472704081632656
3172,68,Female,Tennessee,Accessories,Bi-Weekly,No,Bank Transfer,26,26,3.1,No,No,Spring,55+,Loyal — No Deals,35.781122448979595
3173,57,Female,Missouri,Clothing,Bi-Weekly,No,Debit Card,52,30,3.7,No,No,Fall,55+,Loyal — No Deals,49.95510204081633
3174,69,Female,Washington,Clothing,Bi-Weekly,No,PayPal,46,32,4.9,No,No,Summer,55+,Loyal — No Deals,56.50459183673469
3175,45,Female,Oklahoma,Clothing,Monthly,No,PayPal,52,35,3.8,No,No,Winter,36-45,Loyal — No Deals,48.61632653061224
3176,35,Female,Connecticut,Clothing,Quarterly,No,Debit Card,42,26,3.4,No,No,Fall,26-35,Loyal — No Deals,32.58112244897959
3177,36,Female,Arkansas,Footwear,Monthly,No,Credit Card,37,39,4.6,No,No,Spring,36-45,Loyal — No Deals,51.17780612244897
3178,55,Female,Missouri,Accessories,Monthly,No,Credit Card,52,31,3.2,No,No,Fall,46-55,Loyal — No Deals,42.567346938775515
3179,66,Female,Washington,Footwear,Annually,No,Credit Card,34,28,2.7,No,No,Spring,55+,Loyal — No Deals,22.105612244897962
3180,57,Female,Idaho,Clothing,Bi-Weekly,No,Debit Card,88,12,4.3,No,No,Spring,55+,Low Engagement,53.78469387755102
3181,18,Female,Montana,Accessories,Weekly,No,PayPal,88,46,3.8,No,No,Fall,,Loyal — No Deals,76.60102040816327
3182,31,Female,Montana,Outerwear,Quarterly,No,PayPal,51,27,4.4,No,No,Summer,26-35,Loyal — No Deals,42.00586734693878
3183,50,Female,Georgia,Accessories,Annually,No,Credit Card,97,4,3.6,No,No,Fall,46-55,Low Engagement,32.49923469387756
3184,50,Female,Mississippi,Footwear,Quarterly,No,Cash,56,14,3.5,No,No,Winter,46-55,Low Engagement,30.20918367346939
3185,61,Female,Hawaii,Clothing,Quarterly,No,Venmo,53,30,4.2,No,No,Spring,55+,Loyal — No Deals,43.26760204081633
3186,52,Female,Ohio,Clothing,Annually,No,PayPal,71,6,4.7,No,No,Fall,46-55,Low Engagement,32.19872448979592
3187,38,Female,Virginia,Accessories,Annually,No,Venmo,93,43,4.8,No,No,Winter,36-45,Loyal — No Deals,62.32678571428571
3188,67,Female,Texas,Clothing,Weekly,No,Debit Card,72,28,3.2,No,No,Winter,55+,Loyal — No Deals,56.98061224489796
3189,42,Female,Vermont,Clothing,Monthly,No,Bank Transfer,59,39,3.5,No,No,Winter,36-45,Loyal — No Deals,51.452806122448976
3190,25,Female,Kansas,Footwear,Bi-Weekly,No,PayPal,87,30,4.2,No,No,Summer,18-25,Loyal — No Deals,63.89260204081633
3191,41,Female,California,Clothing,Bi-Weekly,No,Credit Card,78,5,3.4,No,No,Fall,36-45,Low Engagement,40.97397959183674
3192,62,Female,Mississippi,Clothing,Quarterly,No,Credit Card,68,42,4.7,No,No,Winter,55+,Loyal — No Deals,58.30204081632653
3193,19,Female,Iowa,Clothing,Bi-Weekly,No,Cash,76,20,3.0,No,No,Fall,18-25,Loyal — No Deals,47.13265306122449
3194,63,Female,Virginia,Accessories,Bi-Weekly,No,Credit Card,99,35,4.0,No,No,Winter,55+,Loyal — No Deals,69.50382653061224
3195,43,Female,Maryland,Footwear,Bi-Weekly,No,Credit Card,52,10,4.6,No,No,Summer,36-45,Low Engagement,43.110204081632645
3196,68,Female,Missouri,Accessories,Quarterly,No,Credit Card,58,36,4.9,No,No,Spring,55+,Loyal — No Deals,52.703571428571436
3197,24,Female,Wisconsin,Accessories,Bi-Weekly,No,Debit Card,59,21,2.8,No,No,Winter,18-25,Loyal — No Deals,41.23239795918367
3198,27,Female,Maine,Clothing,Quarterly,No,Credit Card,71,29,3.2,No,No,Spring,26-35,Loyal — No Deals,42.28035714285715
3199,61,Female,Pennsylvania,Accessories,Weekly,No,Debit Card,94,39,2.8,No,No,Winter,55+,Loyal — No Deals,68.19030612244897
3200,59,Female,Maine,Accessories,Monthly,No,PayPal,40,16,4.2,No,No,Winter,55+,Loyal — No Deals,35.63367346938776
3201,67,Female,Missouri,Clothing,Monthly,No,Credit Card,24,32,4.8,No,No,Spring,55+,Loyal — No Deals,44.02959183673469
3202,46,Female,Vermont,Clothing,Monthly,No,Cash,38,34,2.8,No,No,Fall,46-55,Loyal — No Deals,37.629081632653055
3203,65,Female,Wisconsin,Accessories,Annually,No,Venmo,37,38,4.5,No,No,Fall,55+,Loyal — No Deals,39.96556122448979
3204,63,Female,New Jersey,Outerwear,Annually,No,Venmo,29,14,4.1,No,No,Spring,55+,Low Engagement,20.371683673469384
3205,57,Female,New Mexico,Outerwear,Bi-Weekly,No,Debit Card,92,23,4.3,No,No,Fall,55+,Loyal — No Deals,61.76938775510204
3206,40,Female,Colorado,Clothing,Quarterly,No,Bank Transfer,24,50,4.4,No,No,Fall,36-45,Loyal — No Deals,47.650000000000006
3207,36,Female,California,Footwear,Monthly,No,PayPal,52,49,3.0,No,No,Winter,36-45,Loyal — No Deals,52.38775510204081
3208,67,Female,Arizona,Clothing,Annually,No,PayPal,29,14,2.7,No,No,Summer,55+,Low Engagement,11.971683673469387
3209,61,Female,Indiana,Accessories,Weekly,No,PayPal,30,42,3.3,No,No,Winter,55+,Loyal — No Deals,53.02704081632653
3210,64,Female,Arkansas,Footwear,Annually,No,Debit Card,31,39,4.3,No,No,Fall,55+,Loyal — No Deals,37.50280612244897
3211,30,Female,Nevada,Clothing,Bi-Weekly,No,Venmo,67,43,2.9,No,No,Summer,26-35,Loyal — No Deals,57.80178571428571
3212,53,Female,Rhode Island,Clothing,Monthly,No,Cash,65,12,4.9,No,No,Winter,46-55,Low Engagement,45.19719387755102
3213,27,Female,Wyoming,Footwear,Weekly,No,Debit Card,22,21,3.6,No,No,Winter,26-35,Loyal — No Deals,39.469897959183676
3214,27,Female,Texas,Accessories,Monthly,No,Credit Card,56,33,3.3,No,No,Winter,26-35,Loyal — No Deals,45.64183673469388
3215,53,Female,Washington,Clothing,Annually,No,Debit Card,78,6,3.1,No,No,Spring,46-55,Low Engagement,24.786224489795927
3216,34,Female,Rhode Island,Outerwear,Quarterly,No,PayPal,90,10,2.7,No,No,Summer,26-35,Low Engagement,33.585204081632654
3217,39,Female,Illinois,Clothing,Weekly,No,Cash,85,18,3.4,No,No,Winter,36-45,Loyal — No Deals,56.12066326530612
3218,44,Female,Oregon,Accessories,Weekly,No,Venmo,58,46,3.4,No,No,Fall,36-45,Loyal — No Deals,64.82602040816326
3219,37,Female,Florida,Clothing,Monthly,No,PayPal,34,49,3.9,No,No,Fall,36-45,Loyal — No Deals,52.16275510204081
3220,57,Female,Kansas,Outerwear,Weekly,No,Credit Card,40,39,3.5,No,No,Summer,55+,Loyal — No Deals,55.515306122448976
3221,38,Female,North Dakota,Accessories,Monthly,No,Cash,29,16,4.1,No,No,Fall,36-45,Loyal — No Deals,31.596173469387754
3222,21,Female,New Hampshire,Clothing,Annually,No,Cash,76,28,3.2,No,No,Winter,18-25,Loyal — No Deals,38.23061224489796
3223,45,Female,Texas,Accessories,Quarterly,No,PayPal,84,22,4.6,No,No,Fall,36-45,Loyal — No Deals,50.457142857142856
3224,68,Female,Montana,Clothing,Bi-Weekly,No,Venmo,65,36,3.9,No,No,Spring,55+,Loyal — No Deals,58.89107142857143
3225,37,Female,Delaware,Clothing,Monthly,No,PayPal,80,18,2.7,No,No,Winter,36-45,Loyal — No Deals,40.358163265306125
3226,53,Female,New Hampshire,Clothing,Weekly,No,Credit Card,98,31,3.0,No,No,Fall,46-55,Loyal — No Deals,65.74234693877551
3227,57,Female,Minnesota,Footwear,Bi-Weekly,No,Bank Transfer,71,38,3.3,No,No,Spring,55+,Loyal — No Deals,58.3905612244898
3228,28,Female,Alaska,Accessories,Quarterly,No,Debit Card,69,42,2.7,No,No,Fall,26-35,Loyal — No Deals,46.61454081632653
3229,37,Female,Connecticut,Accessories,Annually,No,PayPal,95,27,4.6,No,No,Spring,36-45,Loyal — No Deals,51.955867346938774
3230,54,Female,Connecticut,Clothing,Monthly,No,Cash,67,24,2.7,No,No,Fall,46-55,Loyal — No Deals,39.96913265306122
3231,49,Female,Kansas,Footwear,Annually,No,Debit Card,49,38,2.5,No,No,Summer,46-55,Loyal — No Deals,31.715561224489797
3232,62,Female,Nevada,Footwear,Annually,No,Credit Card,97,9,4.4,No,No,Winter,55+,Low Engagement,40.36045918367348
3233,45,Female,Massachusetts,Clothing,Monthly,No,Bank Transfer,34,19,4.0,No,No,Spring,36-45,Loyal — No Deals,34.39540816326531
3234,45,Female,Indiana,Accessories,Bi-Weekly,No,Debit Card,74,11,3.8,No,No,Fall,36-45,Low Engagement,45.797448979591834
3235,49,Female,Washington,Accessories,Quarterly,No,Debit Card,96,16,2.5,No,No,Winter,46-55,Loyal — No Deals,37.933673469387756
3236,27,Female,Kansas,Accessories,Monthly,No,Venmo,68,18,4.0,No,No,Summer,26-35,Loyal — No Deals,44.40816326530612
3237,63,Female,South Carolina,Accessories,Monthly,No,Cash,84,8,4.1,No,No,Fall,55+,Low Engagement,43.885714285714286
3238,61,Female,Vermont,Clothing,Weekly,No,Cash,57,4,2.8,No,No,Summer,55+,Low Engagement,35.19923469387755
3239,25,Female,Wyoming,Footwear,Quarterly,No,Cash,84,37,3.4,No,No,Fall,18-25,Loyal — No Deals,52.44081632653061
3240,33,Female,Colorado,Accessories,Monthly,No,Cash,32,30,2.7,No,No,Fall,26-35,Loyal — No Deals,32.70510204081632
3241,56,Female,West Virginia,Footwear,Monthly,No,Bank Transfer,37,37,3.8,No,No,Fall,55+,Loyal — No Deals,45.153316326530614
3242,50,Female,Connecticut,Accessories,Quarterly,No,PayPal,58,30,4.4,No,No,Summer,46-55,Loyal — No Deals,46.03010204081633
3243,45,Female,Oregon,Clothing,Weekly,No,Venmo,74,17,2.8,No,No,Fall,36-45,Loyal — No Deals,48.47091836734693
3244,45,Female,Idaho,Clothing,Quarterly,No,Bank Transfer,99,11,5.0,No,No,Summer,36-45,Low Engagement,50.80994897959184
3245,65,Female,Arkansas,Clothing,Annually,No,Credit Card,81,42,4.7,No,No,Fall,55+,Loyal — No Deals,57.36454081632653
3246,63,Female,Kansas,Clothing,Weekly,No,Cash,76,20,3.2,No,No,Fall,55+,Loyal — No Deals,53.33265306122449
3247,70,Female,Michigan,Footwear,Monthly,No,Cash,98,37,2.9,No,No,Summer,55+,Loyal — No Deals,58.815816326530616
3248,53,Female,Arkansas,Accessories,Bi-Weekly,No,PayPal,91,12,3.7,No,No,Summer,46-55,Low Engagement,51.12219387755103
3249,22,Female,Pennsylvania,Clothing,Quarterly,No,Bank Transfer,79,41,4.2,No,No,Summer,18-25,Loyal — No Deals,58.12729591836735
3250,26,Female,Virginia,Accessories,Quarterly,No,Credit Card,83,32,3.4,No,No,Summer,26-35,Loyal — No Deals,49.0670918367347
3251,23,Female,Minnesota,Outerwear,Weekly,No,Venmo,90,15,2.9,No,No,Spring,18-25,Loyal — No Deals,52.84642857142857
3252,25,Female,Nevada,Outerwear,Quarterly,No,Venmo,20,39,3.7,No,No,Winter,18-25,Loyal — No Deals,35.46530612244898
3253,69,Female,Montana,Footwear,Bi-Weekly,No,Credit Card,21,48,2.7,No,No,Spring,55+,Loyal — No Deals,45.28801020408163
3254,36,Female,Nebraska,Accessories,Bi-Weekly,No,Venmo,60,8,3.2,No,No,Fall,36-45,Low Engagement,35.98571428571429
3255,21,Female,Indiana,Clothing,Quarterly,No,Bank Transfer,31,11,4.9,No,No,Winter,18-25,Low Engagement,28.95994897959184
3256,57,Female,New Jersey,Clothing,Monthly,No,Bank Transfer,40,36,2.8,No,No,Fall,55+,Loyal — No Deals,39.47857142857143
3257,60,Female,Wisconsin,Accessories,Quarterly,No,Venmo,26,50,4.7,No,No,Winter,55+,Loyal — No Deals,50.075
3258,44,Female,Minnesota,Clothing,Quarterly,No,Venmo,98,39,3.3,No,No,Fall,36-45,Loyal — No Deals,57.44030612244897
3259,31,Female,New Jersey,Footwear,Bi-Weekly,No,Credit Card,51,11,4.3,No,No,Spring,26-35,Low Engagement,41.609948979591834
3260,57,Female,Oklahoma,Accessories,Quarterly,No,Debit Card,95,5,3.7,No,No,Fall,55+,Low Engagement,38.086479591836735
3261,39,Female,Wisconsin,Accessories,Annually,No,Credit Card,36,7,4.5,No,No,Summer,36-45,Low Engagement,20.6734693877551
3262,48,Female,Rhode Island,Accessories,Weekly,No,Debit Card,52,50,3.4,No,No,Winter,46-55,Loyal — No Deals,65.4
3263,42,Female,Indiana,Clothing,Quarterly,No,Cash,35,21,2.7,No,No,Spring,36-45,Loyal — No Deals,23.132397959183677
3264,56,Female,Vermont,Clothing,Bi-Weekly,No,Debit Card,68,31,4.4,No,No,Fall,55+,Loyal — No Deals,59.76734693877552
3265,28,Female,Maine,Clothing,Bi-Weekly,No,Cash,50,39,4.0,No,No,Winter,26-35,Loyal — No Deals,56.640306122448976
3266,40,Female,Alabama,Accessories,Bi-Weekly,No,Credit Card,100,28,3.2,No,No,Winter,36-45,Loyal — No Deals,60.73061224489796
3267,49,Female,Alabama,Outerwear,Weekly,No,Bank Transfer,74,33,4.2,No,No,Winter,46-55,Loyal — No Deals,66.66683673469387
3268,37,Female,Idaho,Clothing,Quarterly,No,Credit Card,45,42,3.0,No,No,Winter,36-45,Loyal — No Deals,40.91454081632653
3269,22,Female,Arkansas,Clothing,Quarterly,No,Bank Transfer,97,5,2.8,No,No,Fall,18-25,Low Engagement,33.311479591836736
3270,27,Female,Ohio,Clothing,Monthly,No,Cash,60,25,4.9,No,No,Winter,26-35,Loyal — No Deals,51.59387755102041
3271,59,Female,Illinois,Clothing,Annually,No,PayPal,25,48,4.7,No,No,Winter,55+,Loyal — No Deals,43.53801020408163
3272,35,Female,Nevada,Clothing,Weekly,No,Credit Card,55,30,4.4,No,No,Spring,26-35,Loyal — No Deals,60.09260204081633
3273,58,Female,Texas,Footwear,Quarterly,No,PayPal,99,34,3.1,No,No,Winter,55+,Loyal — No Deals,53.49158163265306
3274,58,Female,Nevada,Accessories,Quarterly,No,PayPal,45,34,2.6,No,No,Summer,55+,Loyal — No Deals,33.61658163265306
3275,46,Female,Oklahoma,Clothing,Bi-Weekly,No,Cash,20,14,3.9,No,No,Spring,46-55,Low Engagement,31.35918367346939
3276,43,Female,Alabama,Clothing,Weekly,No,Debit Card,88,2,2.6,No,No,Summer,36-45,Low Engagement,42.46224489795919
3277,39,Female,South Dakota,Accessories,Quarterly,No,PayPal,99,41,4.0,No,No,Summer,36-45,Loyal — No Deals,63.17729591836735
3278,59,Female,Texas,Clothing,Monthly,No,Credit Card,86,3,4.9,No,No,Spring,55+,Low Engagement,46.249489795918365
3279,59,Female,Montana,Clothing,Weekly,No,Bank Transfer,70,18,3.3,No,No,Summer,55+,Loyal — No Deals,50.833163265306126
3280,59,Female,Wyoming,Accessories,Bi-Weekly,No,Debit Card,50,1,3.0,No,No,Fall,55+,Low Engagement,27.375000000000004
3281,45,Female,New York,Accessories,Monthly,No,PayPal,57,5,2.7,No,No,Winter,36-45,Low Engagement,25.211479591836735
3282,27,Female,Oregon,Clothing,Annually,No,Bank Transfer,69,41,3.1,No,No,Winter,26-35,Loyal — No Deals,43.40229591836735
3283,24,Female,California,Clothing,Monthly,No,Credit Card,94,5,4.8,No,No,Fall,18-25,Low Engagement,49.37397959183673
3284,47,Female,North Carolina,Outerwear,Quarterly,No,Debit Card,24,10,2.9,No,No,Spring,46-55,Low Engagement,14.160204081632653
3285,70,Female,Kentucky,Accessories,Annually,No,Venmo,79,20,4.5,No,No,Spring,55+,Loyal — No Deals,42.07015306122449
3286,58,Female,Hawaii,Accessories,Weekly,No,Cash,31,11,4.6,No,No,Fall,55+,Low Engagement,42.15994897959183
3287,45,Female,Illinois,Outerwear,Bi-Weekly,No,Venmo,67,4,5.0,No,No,Winter,36-45,Low Engagement,46.52423469387755
3288,24,Female,West Virginia,Clothing,Weekly,No,Credit Card,63,38,4.3,No,No,Spring,18-25,Loyal — No Deals,66.8905612244898
3289,67,Female,South Carolina,Accessories,Bi-Weekly,No,Credit Card,61,19,4.9,No,No,Spring,55+,Loyal — No Deals,53.23290816326531
3290,31,Female,Montana,Accessories,Quarterly,No,Venmo,50,16,4.0,No,No,Summer,26-35,Loyal — No Deals,32.558673469387756
3291,52,Female,North Dakota,Outerwear,Monthly,No,PayPal,82,2,3.1,No,No,Spring,46-55,Low Engagement,33.58724489795919
3292,29,Female,New Mexico,Accessories,Monthly,No,Cash,51,11,2.6,No,No,Fall,26-35,Low Engagement,26.40994897959184
3293,62,Female,Missouri,Accessories,Bi-Weekly,No,Bank Transfer,23,18,4.9,No,No,Spring,55+,Loyal — No Deals,40.74566326530612
3294,19,Female,West Virginia,Outerwear,Bi-Weekly,No,Credit Card,91,47,3.5,No,No,Spring,18-25,Loyal — No Deals,71.35076530612244
3295,62,Female,South Carolina,Clothing,Bi-Weekly,No,Bank Transfer,60,15,4.5,No,No,Spring,55+,Loyal — No Deals,48.07142857142857
3296,70,Female,West Virginia,Clothing,Weekly,No,Cash,34,15,2.8,No,No,Summer,55+,Loyal — No Deals,34.74642857142857
3297,20,Female,Alaska,Clothing,Quarterly,No,Venmo,23,47,4.2,No,No,Spring,18-25,Loyal — No Deals,44.30076530612245
3298,67,Female,West Virginia,Accessories,Monthly,No,PayPal,82,47,4.1,No,No,Fall,55+,Loyal — No Deals,67.13826530612245
3299,65,Female,New Mexico,Outerwear,Quarterly,No,Bank Transfer,73,6,3.5,No,No,Fall,55+,Low Engagement,30.623724489795926
3300,45,Female,South Dakota,Clothing,Monthly,No,Venmo,32,18,4.0,No,No,Spring,36-45,Loyal — No Deals,33.15816326530612
3301,26,Female,Oklahoma,Accessories,Bi-Weekly,No,Bank Transfer,80,40,4.0,No,No,Spring,26-35,Loyal — No Deals,66.62755102040816
3302,36,Female,Oklahoma,Clothing,Bi-Weekly,No,Credit Card,58,31,2.5,No,No,Summer,36-45,Loyal — No Deals,45.24234693877551
3303,36,Female,Alabama,Clothing,Bi-Weekly,No,Venmo,82,31,4.2,No,No,Winter,36-45,Loyal — No Deals,62.942346938775515
3304,20,Female,Mississippi,Accessories,Bi-Weekly,No,Credit Card,60,4,3.4,No,No,Summer,18-25,Low Engagement,34.73673469387755
3305,30,Female,Mississippi,Accessories,Quarterly,No,Bank Transfer,79,36,4.8,No,No,Fall,26-35,Loyal — No Deals,58.66607142857143
3306,34,Female,Nebraska,Clothing,Bi-Weekly,No,PayPal,41,31,4.9,No,No,Summer,26-35,Loyal — No Deals,54.32984693877552
3307,63,Female,Colorado,Outerwear,Bi-Weekly,No,Venmo,39,6,3.6,No,No,Summer,55+,Low Engagement,30.59872448979592
3308,18,Female,Pennsylvania,Accessories,Monthly,No,Cash,36,1,4.0,No,No,Winter,,Low Engagement,24.0
3309,55,Female,Utah,Clothing,Monthly,No,Cash,70,29,2.6,No,No,Fall,46-55,Loyal — No Deals,43.36785714285714
3310,48,Female,Massachusetts,Accessories,Monthly,No,PayPal,47,19,3.1,No,No,Summer,46-55,Loyal — No Deals,33.05790816326531
3311,45,Female,Iowa,Outerwear,Bi-Weekly,No,PayPal,27,12,3.6,No,No,Winter,36-45,Low Engagement,30.52219387755102
3312,29,Female,Florida,Accessories,Annually,No,Bank Transfer,52,18,4.0,No,No,Summer,26-35,Loyal — No Deals,29.408163265306122
3313,55,Female,Louisiana,Footwear,Quarterly,No,Cash,75,45,3.9,No,No,Summer,46-55,Loyal — No Deals,57.52627551020408
3314,55,Female,Kansas,Accessories,Monthly,No,Credit Card,30,45,3.9,No,No,Fall,46-55,Loyal — No Deals,48.46377551020408
3315,55,Female,Kansas,Clothing,Quarterly,No,Credit Card,94,8,3.3,No,No,Spring,46-55,Low Engagement,37.21071428571429
3316,48,Female,Kentucky,Accessories,Quarterly,No,PayPal,68,4,2.9,No,No,Summer,46-55,Low Engagement,24.23673469387755
3317,42,Female,New Mexico,Clothing,Bi-Weekly,No,Debit Card,45,5,3.1,No,No,Summer,36-45,Low Engagement,28.861479591836734
3318,21,Female,North Carolina,Accessories,Quarterly,No,Cash,67,30,4.7,No,No,Summer,18-25,Loyal — No Deals,50.64260204081633
3319,45,Female,North Dakota,Outerwear,Monthly,No,PayPal,46,15,3.9,No,No,Summer,36-45,Loyal — No Deals,35.09642857142857
3320,23,Female,North Dakota,Clothing,Quarterly,No,Credit Card,31,17,4.3,No,No,Summer,18-25,Loyal — No Deals,29.033418367346933
3321,66,Female,Illinois,Clothing,Quarterly,No,Cash,44,45,4.2,No,No,Fall,55+,Loyal — No Deals,49.638775510204084
3322,32,Female,Maine,Outerwear,Annually,No,Venmo,100,3,4.3,No,No,Winter,26-35,Low Engagement,37.02448979591836
3323,52,Female,Indiana,Clothing,Weekly,No,PayPal,92,43,4.6,No,No,Winter,46-55,Loyal — No Deals,80.81428571428572
3324,54,Female,North Dakota,Accessories,Monthly,No,Credit Card,78,4,3.8,No,No,Winter,46-55,Low Engagement,37.76173469387756
3325,37,Female,Missouri,Clothing,Weekly,No,Venmo,32,41,3.3,No,No,Fall,36-45,Loyal — No Deals,53.039795918367346
3326,29,Female,Alaska,Footwear,Monthly,No,Venmo,97,16,3.7,No,No,Fall,26-35,Loyal — No Deals,50.44617346938776
3327,47,Female,North Dakota,Accessories,Annually,No,Debit Card,95,10,4.3,No,No,Summer,46-55,Low Engagement,39.74770408163265
3328,47,Female,Connecticut,Clothing,Quarterly,No,Debit Card,64,2,4.1,No,No,Spring,46-55,Low Engagement,28.962244897959184
3329,42,Female,Wisconsin,Footwear,Bi-Weekly,No,Cash,35,11,3.2,No,No,Spring,36-45,Low Engagement,30.00994897959184
3330,34,Female,New Jersey,Accessories,Bi-Weekly,No,Debit Card,54,1,3.8,No,No,Winter,26-35,Low Engagement,33.425
3331,38,Female,Missouri,Footwear,Quarterly,No,Bank Transfer,96,41,3.2,No,No,Spring,36-45,Loyal — No Deals,57.43979591836735
3332,55,Female,California,Accessories,Quarterly,No,PayPal,58,39,3.5,No,No,Summer,46-55,Loyal — No Deals,46.140306122448976
3333,27,Female,Washington,Clothing,Bi-Weekly,No,PayPal,23,1,3.1,No,No,Summer,26-35,Low Engagement,19.5375
3334,55,Female,Minnesota,Clothing,Monthly,No,PayPal,35,3,4.2,No,No,Spring,46-55,Low Engagement,26.11198979591837
3335,66,Female,California,Clothing,Annually,No,Credit Card,23,21,3.4,No,No,Summer,55+,Loyal — No Deals,18.582397959183677
3336,44,Female,Texas,Accessories,Quarterly,No,Bank Transfer,94,48,3.5,No,No,Winter,36-45,Loyal — No Deals,62.90051020408163
3337,39,Female,Montana,Clothing,Annually,No,Debit Card,45,24,4.0,No,No,Fall,36-45,Loyal — No Deals,30.894132653061227
3338,23,Female,Arizona,Outerwear,Bi-Weekly,No,Bank Transfer,23,45,4.4,No,No,Winter,18-25,Loyal — No Deals,54.27627551020409
3339,29,Female,Minnesota,Clothing,Monthly,No,Credit Card,94,46,2.9,No,No,Winter,26-35,Loyal — No Deals,63.07602040816326
3340,20,Female,Nebraska,Accessories,Bi-Weekly,No,Cash,99,35,3.6,No,No,Fall,18-25,Loyal — No Deals,67.10382653061225
3341,42,Female,Virginia,Clothing,Bi-Weekly,No,Credit Card,36,47,4.4,No,No,Fall,36-45,Loyal — No Deals,59.56326530612245
3342,55,Female,Connecticut,Outerwear,Monthly,No,Credit Card,50,35,4.5,No,No,Summer,46-55,Loyal — No Deals,52.191326530612244
3343,66,Female,New Jersey,Outerwear,Weekly,No,Credit Card,81,45,3.8,No,No,Spring,55+,Loyal — No Deals,73.80127551020408
3344,24,Female,Kentucky,Clothing,Bi-Weekly,No,Cash,31,6,3.6,No,No,Winter,18-25,Low Engagement,28.09872448979592
3345,62,Female,Washington,Accessories,Annually,No,Cash,48,20,4.3,No,No,Fall,55+,Loyal — No Deals,31.182653061224485
3346,28,Female,Florida,Accessories,Bi-Weekly,No,Venmo,91,3,4.0,No,No,Summer,26-35,Low Engagement,47.411989795918366
3347,30,Female,Oklahoma,Clothing,Quarterly,No,Venmo,99,30,3.4,No,No,Summer,26-35,Loyal — No Deals,52.842602040816324
